2,9.0,1656.0,337.0,29.0,77.0,1,-1,-1,-1
2,15.0,847.0,329.0,49.0,119.0,1,-1,-1,-1
3,9.0,1654.3333333333333,338.0,28.333333333333332,78.0,1,-1,-1,-1
3,15.0,845.0,329.75,49.25,119.0,1,-1,-1,-1
3,33.0,1792.0,336.0,38.0,106.0,1,-1,-1,-1
4,9.0,1652.6666666666667,339.0,27.666666666666668,79.0,1,-1,-1,-1
4,15.0,843.0,330.5,49.5,119.0,1,-1,-1,-1
4,33.0,1791.0,336.0,38.0,106.0,1,-1,-1,-1
4,35.0,389.0,267.0,116.0,331.0,1,-1,-1,-1
4,36.0,869.0,254.0,88.0,305.0,1,-1,-1,-1
4,37.0,693.0,336.0,41.0,127.0,1,-1,-1,-1
4,38.0,1371.0,318.0,46.0,136.0,1,-1,-1,-1
4,39.0,733.0,322.0,51.0,131.0,1,-1,-1,-1
4,40.0,1021.0,242.0,116.0,405.0,1,-1,-1,-1
4,41.0,1316.0,331.0,38.0,109.0,1,-1,-1,-1
4,42.0,535.0,268.0,103.0,325.0,1,-1,-1,-1
4,43.0,1632.0,342.0,27.0,80.0,1,-1,-1,-1
4,44.0,873.0,148.0,220.0,630.0,1,-1,-1,-1
4,45.0,790.0,330.0,42.0,119.0,1,-1,-1,-1
4,46.0,1852.0,330.0,40.0,113.0,1,-1,-1,-1
4,48.0,1343.0,344.0,31.0,94.0,1,-1,-1,-1
4,49.0,843.0,330.0,49.0,119.0,1,-1,-1,-1
5,9.0,1651.0,340.0,27.0,80.0,1,-1,-1,-1
5,15.0,841.0,331.25,49.75,119.0,1,-1,-1,-1
5,33.0,1790.0,336.0,38.0,106.0,1,-1,-1,-1
5,35.0,381.0,265.0,116.0,334.0,1,-1,-1,-1
5,36.0,868.0,255.0,88.0,305.0,1,-1,-1,-1
5,37.0,690.0,336.0,41.0,127.0,1,-1,-1,-1
5,38.0,1369.0,319.0,46.0,136.0,1,-1,-1,-1
5,39.0,731.0,322.0,51.0,131.0,1,-1,-1,-1
5,40.0,1019.0,241.0,116.0,408.0,1,-1,-1,-1
5,41.0,1314.0,333.0,38.0,109.0,1,-1,-1,-1
5,42.0,530.0,267.0,102.0,329.0,1,-1,-1,-1
5,43.0,1630.0,343.0,29.0,81.0,1,-1,-1,-1
5,44.0,877.0,150.0,212.0,627.0,1,-1,-1,-1
5,45.0,788.0,330.0,42.0,119.0,1,-1,-1,-1
5,46.0,1850.0,332.0,40.0,113.0,1,-1,-1,-1
5,48.0,1340.0,345.0,31.0,94.0,1,-1,-1,-1
5,49.0,841.0,331.0,49.0,119.0,1,-1,-1,-1
5,50.0,-125.0,-35.0,453.0,1174.0,1,-1,-1,-1
6,9.0,1649.0,341.0,27.0,81.0,1,-1,-1,-1
6,15.0,839.0,332.0,50.0,119.0,1,-1,-1,-1
6,33.0,1789.0,336.0,38.0,106.0,1,-1,-1,-1
6,35.0,373.0,262.0,116.0,338.0,1,-1,-1,-1
6,36.0,867.0,256.0,88.0,305.0,1,-1,-1,-1
6,37.0,687.0,335.0,41.0,127.0,1,-1,-1,-1
6,38.0,1368.0,319.0,46.0,136.0,1,-1,-1,-1
6,39.0,728.0,321.0,51.0,131.0,1,-1,-1,-1
6,40.0,1016.0,239.0,115.0,412.0,1,-1,-1,-1
6,41.0,1312.0,335.0,39.0,109.0,1,-1,-1,-1
6,42.0,524.0,265.0,103.0,333.0,1,-1,-1,-1
6,43.0,1629.0,344.0,30.0,82.0,1,-1,-1,-1
6,44.0,880.0,148.0,204.0,628.0,1,-1,-1,-1
6,45.0,786.0,330.0,43.0,119.0,1,-1,-1,-1
6,46.0,1849.0,334.0,40.0,113.0,1,-1,-1,-1
6,50.0,-136.0,-36.0,443.0,1178.0,1,-1,-1,-1
7,9.0,1648.0,343.0,26.0,82.0,1,-1,-1,-1
7,15.0,1108.0,335.6666666666667,42.0,106.66666666666667,1,-1,-1,-1
7,33.0,1788.0,336.0,38.0,106.0,1,-1,-1,-1
7,35.0,365.0,260.0,116.0,341.0,1,-1,-1,-1
7,36.0,866.0,257.0,88.0,306.0,1,-1,-1,-1
7,37.0,684.0,334.0,41.0,127.0,1,-1,-1,-1
7,38.0,1366.0,320.0,46.0,136.0,1,-1,-1,-1
7,39.0,725.0,321.0,51.0,131.0,1,-1,-1,-1
7,40.0,1013.0,238.0,115.0,415.0,1,-1,-1,-1
7,41.0,1311.0,337.0,39.0,110.0,1,-1,-1,-1
7,42.0,519.0,263.0,102.0,337.0,1,-1,-1,-1
7,43.0,1628.0,345.0,31.0,83.0,1,-1,-1,-1
7,44.0,884.0,147.0,196.0,628.0,1,-1,-1,-1
7,45.0,785.0,331.0,42.0,119.0,1,-1,-1,-1
7,46.0,1847.0,336.0,40.0,113.0,1,-1,-1,-1
