2,0.0,1363.0,569.0,103.0,241.0,1,-1,-1,-1
2,1.0,506.0,133.0,55.0,174.0,1,-1,-1,-1
2,3.0,514.0,148.0,88.0,180.0,1,-1,-1,-1
2,4.0,463.0,85.0,52.0,173.0,1,-1,-1,-1
2,5.0,417.0,93.0,55.0,167.0,1,-1,-1,-1
2,8.0,356.0,105.0,52.0,179.0,1,-1,-1,-1
2,9.0,373.0,77.0,47.0,155.0,1,-1,-1,-1
2,10.0,371.0,410.0,80.0,239.0,1,-1,-1,-1
2,11.0,287.0,124.0,53.0,170.0,1,-1,-1,-1
2,12.0,337.0,86.0,49.0,175.0,1,-1,-1,-1
2,13.0,223.0,129.0,46.0,164.0,1,-1,-1,-1
2,15.0,242.0,85.0,58.0,170.0,1,-1,-1,-1
2,32.0,1734.0,457.0,76.0,213.0,1,-1,-1,-1
2,34.0,912.0,129.0,48.0,161.0,1,-1,-1,-1
2,36.0,996.0,-41.0,47.0,121.0,1,-1,-1,-1
2,38.0,1420.0,198.0,46.0,171.0,1,-1,-1,-1
2,39.0,759.0,-59.0,40.0,110.0,1,-1,-1,-1
2,40.0,1220.0,-14.0,63.0,148.0,1,-1,-1,-1
2,41.0,1098.0,980.0,78.0,208.0,1,-1,-1,-1
3,0.0,1362.75,568.75,103.0,241.0,1,-1,-1,-1
3,1.0,505.5,134.0,55.0,173.75,1,-1,-1,-1
3,3.0,513.0,148.0,89.5,181.0,1,-1,-1,-1
3,4.0,463.0,83.75,51.75,172.75,1,-1,-1,-1
3,5.0,417.0,92.25,54.75,167.5,1,-1,-1,-1
3,8.0,356.0,105.0,52.0,178.75,1,-1,-1,-1
3,9.0,372.5,77.0,47.0,154.75,1,-1,-1,-1
3,10.0,371.5,408.75,80.25,239.0,1,-1,-1,-1
3,11.0,286.75,123.75,53.0,170.0,1,-1,-1,-1
3,12.0,336.75,86.0,49.0,174.75,1,-1,-1,-1
3,13.0,222.5,128.75,45.75,164.25,1,-1,-1,-1
3,15.0,242.0,85.0,58.0,169.75,1,-1,-1,-1
3,32.0,1733.0,457.0,76.0,212.5,1,-1,-1,-1
3,34.0,912.25,130.25,48.25,160.75,1,-1,-1,-1
3,36.0,996.25,-41.5,47.0,120.75,1,-1,-1,-1
3,38.0,1418.5,197.25,46.0,171.0,1,-1,-1,-1
3,39.0,758.5,-59.75,40.0,109.75,1,-1,-1,-1
3,40.0,1218.5,-14.0,64.25,147.75,1,-1,-1,-1
3,41.0,1101.25,979.25,77.75,208.75,1,-1,-1,-1
3,43.0,1097.0,211.0,61.0,181.0,1,-1,-1,-1
3,45.0,1634.0,264.0,66.0,181.0,1,-1,-1,-1
3,46.0,226.0,399.0,63.0,202.0,1,-1,-1,-1
3,47.0,1031.0,133.0,79.0,183.0,1,-1,-1,-1
3,48.0,-30.0,875.0,72.0,243.0,1,-1,-1,-1
3,51.0,1555.0,253.0,60.0,192.0,1,-1,-1,-1
3,52.0,372.0,77.0,47.0,154.0,1,-1,-1,-1
3,53.0,1733.0,457.0,76.0,212.0,1,-1,-1,-1
3,57.0,914.0,-107.0,38.0,115.0,1,-1,-1,-1
3,62.0,1448.0,250.0,54.0,170.0,1,-1,-1,-1
3,63.0,1790.0,207.0,65.0,183.0,1,-1,-1,-1
3,70.0,242.0,85.0,58.0,169.0,1,-1,-1,-1
3,71.0,262.0,363.0,60.0,221.0,1,-1,-1,-1
3,74.0,1101.0,979.0,78.0,209.0,1,-1,-1,-1
3,75.0,417.0,92.0,54.0,167.0,1,-1,-1,-1
3,76.0,264.0,71.0,54.0,166.0,1,-1,-1,-1
3,78.0,540.0,64.0,42.0,167.0,1,-1,-1,-1
3,79.0,795.0,149.0,60.0,174.0,1,-1,-1,-1
3,80.0,631.0,761.0,100.0,251.0,1,-1,-1,-1
3,81.0,371.0,408.0,80.0,239.0,1,-1,-1,-1
3,83.0,996.0,-41.0,47.0,121.0,1,-1,-1,-1
4,0.0,1362.5,568.5,103.0,241.0,1,-1,-1,-1
4,1.0,505.0,135.0,55.0,173.5,1,-1,-1,-1
4,3.0,512.0,148.0,91.0,182.0,1,-1,-1,-1
4,4.0,463.0,82.5,51.5,172.5,1,-1,-1,-1
4,5.0,417.0,91.5,54.5,168.0,1,-1,-1,-1
4,8.0,356.0,105.0,52.0,178.5,1,-1,-1,-1
4,9.0,372.0,77.0,47.0,154.5,1,-1,-1,-1
4,10.0,372.0,407.5,80.5,239.0,1,-1,-1,-1
4,11.0,286.5,123.5,53.0,170.0,1,-1,-1,-1
4,12.0,336.5,86.0,49.0,174.5,1,-1,-1,-1
4,13.0,222.0,128.5,45.5,164.5,1,-1,-1,-1
4,15.0,242.0,85.0,58.0,169.5,1,-1,-1,-1
4,32.0,1732.0,457.0,76.0,212.0,1,-1,-1,-1
4,34.0,912.5,131.5,48.5,160.5,1,-1,-1,-1
4,36.0,996.5,-42.0,47.0,120.5,1,-1,-1,-1
4,38.0,1417.0,196.5,46.0,171.0,1,-1,-1,-1
4,39.0,758.0,-60.5,40.0,109.5,1,-1,-1,-1
4,40.0,1217.0,-14.0,65.5,147.5,1,-1,-1,-1
4,41.0,1104.5,978.5,77.5,209.5,1,-1,-1,-1
