2,2.0,307.0,213.0,12.0,32.0,1,-1,-1,-1
2,3.0,114.0,154.0,85.0,176.0,1,-1,-1,-1
2,5.0,20.0,136.0,69.0,190.0,1,-1,-1,-1
3,2.0,312.0,213.0,12.0,32.0,1,-1,-1,-1
3,3.0,117.0,152.0,86.0,180.0,1,-1,-1,-1
3,5.0,24.0,134.0,69.0,191.0,1,-1,-1,-1
3,6.0,20.0,148.0,78.0,195.0,1,-1,-1,-1
3,7.0,312.0,213.0,12.0,32.0,1,-1,-1,-1
3,9.0,264.0,204.0,19.0,44.0,1,-1,-1,-1
4,2.0,317.0,213.0,12.0,32.0,1,-1,-1,-1
4,3.0,121.0,151.0,86.0,184.0,1,-1,-1,-1
4,5.0,29.0,132.5,68.5,193.5,1,-1,-1,-1
4,6.0,23.0,147.0,79.0,199.0,1,-1,-1,-1
4,7.0,294.0,204.33333333333334,14.666666666666666,46.0,1,-1,-1,-1
4,9.0,270.0,204.0,19.0,45.0,1,-1,-1,-1
4,10.0,248.0,197.0,25.0,66.0,1,-1,-1,-1
4,11.0,243.0,186.0,22.0,76.0,1,-1,-1,-1
5,2.0,322.0,213.0,12.0,32.0,1,-1,-1,-1
5,3.0,126.0,150.0,87.75,186.75,1,-1,-1,-1
5,5.0,34.0,131.0,68.0,196.0,1,-1,-1,-1
5,6.0,26.0,146.0,79.0,202.0,1,-1,-1,-1
5,7.0,276.0,195.66666666666666,17.333333333333332,60.0,1,-1,-1,-1
5,9.0,276.0,204.0,19.0,46.0,1,-1,-1,-1
5,10.0,256.5,199.0,24.0,65.0,1,-1,-1,-1
5,11.0,250.25,186.25,21.5,75.0,1,-1,-1,-1
5,15.0,251.0,186.0,22.0,76.0,1,-1,-1,-1
5,16.0,232.0,192.0,28.0,71.0,1,-1,-1,-1
6,2.0,329.0,213.25,12.0,32.0,1,-1,-1,-1
6,3.0,131.0,149.0,89.5,189.5,1,-1,-1,-1
6,6.0,29.33333333333333,144.66666666666669,80.0,205.66666666666666,1,-1,-1,-1
